,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,apin,decane,toluene,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
12575,282.03354452,29,7,10,2,1,213.0,40.0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0
12576,296.996824664,27,7,12,1,2,257.0,40.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0
12577,296.960439156,23,6,13,1,2,151.0,39.0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0
12578,287.97133818799995,23,4,13,2,2,193.0,33.0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0
12579,166.011352532,17,4,7,0,2,93.0,32.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
12580,277.07976644,34,10,8,1,2,164.0,38.0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0
12581,253.006995424,24,6,10,1,2,37.0,16.0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
12582,344.03393844399994,35,8,13,2,2,671.0,40.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0
12583,331.9975529359999,30,6,14,2,4,181.0,24.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,3,0,0
12584,312.007723696,29,7,12,2,1,279.0,40.0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0
12585,257.00191004400006,24,5,11,1,3,235.0,40.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
12586,326.059759268,36,9,11,2,2,165.0,40.0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0
12587,207.037901628,23,6,7,1,2,168.0,27.0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
12588,357.9768174919999,30,7,15,2,3,306.0,28.0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0
12589,373.9717321119999,31,7,16,2,3,585.0,26.0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,1,1,0,0,0
12590,292.090665472,36,10,8,2,1,55.0,33.0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
12591,188.032087976,21,7,6,0,4,23.0,4.0,0,0,1,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0
12592,312.007723696,29,7,12,2,4,395.0,17.0,0,0,1,0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,0
12593,296.99682466400003,27,7,12,1,2,430.0,40.0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0
12594,250.99134536,22,6,10,1,1,38.0,35.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
12595,312.99173928399995,28,7,13,1,2,483.0,40.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0
12596,306.069930028,35,10,9,2,1,54.0,20.0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
12597,266.98625998,23,6,11,1,2,71.0,18.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
12598,300.99173928399995,27,6,13,1,3,422.0,21.0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0
12599,345.97681749199995,29,6,15,2,3,315.0,23.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
12600,240.011746456,24,6,10,0,5,741.0,7.0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,2,0,0
12601,234.001181772,22,7,9,0,2,111.0,10.0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0
12602,231.00151612,21,7,8,1,2,8.0,2.0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0
12603,277.07976644,34,10,8,1,2,34.0,6.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
12604,282.98117460000003,24,6,12,1,2,369.0,40.0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
12605,298.02845914,30,7,11,2,1,104.0,40.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
12606,220.021917216,23,7,8,0,3,247.0,30.0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
12607,300.991739284,27,6,13,1,4,361.0,3.0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0
12608,325.98698825199995,28,7,13,2,2,270.0,40.0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
12609,255.98150894800003,21,4,11,2,1,148.0,39.0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0
12610,245.0899372,32,10,6,1,0,37.0,37.0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
12611,283.017560108,28,7,11,1,4,161.0,1.0,0,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,2,0,0
12612,222.99643074,20,5,9,1,2,79.0,7.0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0
12613,220.980780676,18,5,9,1,1,22.0,10.0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0
12614,188.032087976,21,7,6,0,2,35.0,9.0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
12615,370.0495885079999,39,10,13,2,2,580.0,40.0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0
12616,237.048466312,27,7,8,1,2,291.0,40.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
12617,146.0579088,20,6,4,0,2,42.0,15.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12618,325.0645103,37,10,11,1,3,1510.0,40.0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0
12619,297.992073632,26,6,12,2,3,51.0,7.0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0
12620,298.97608922,25,6,13,1,4,495.0,15.0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,1,0,1,0,0
12621,312.99173928399995,28,7,13,1,3,120.0,6.0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,2,1,0
12622,295.09033112400004,37,10,9,1,3,490.0,40.0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0
12623,368.033938444,37,10,13,2,2,176.0,21.0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0
12624,237.012080804,23,6,9,1,3,205.0,1.0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0
12625,226.0324819,25,6,9,0,3,605.0,40.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0
12626,254.02739652,27,7,10,0,4,198.0,11.0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0
12627,204.13615912,34,10,4,0,2,208.0,40.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
12628,189.063722452,24,7,5,1,0,16.0,16.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
12629,234.110338296,34,10,6,0,2,427.0,40.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
12630,175.995702468,16,5,7,0,2,49.0,17.0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
12631,250.99134536000005,22,6,10,1,3,62.0,3.0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,1
12632,329.9819028719999,28,6,14,2,2,336.0,22.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
12633,262.99134536,23,7,10,1,2,77.0,26.0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
12634,162.016437912,17,5,6,0,2,17.0,6.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
12635,192.985866056,16,4,8,1,3,30.0,7.0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0
12636,222.073952788,29,8,7,0,3,662.0,40.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0
12637,253.006995424,24,6,10,1,2,46.0,5.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
12638,252.01174645600005,25,7,10,0,4,268.0,6.0,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,0,1,0
12639,212.016831836,22,5,9,0,4,72.0,2.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
12640,162.016437912,17,5,6,0,2,34.0,2.0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
12641,249.996096392,23,7,10,0,2,128.0,40.0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0
12642,280.12705098000004,39,10,7,2,1,83.0,40.0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
12643,270.98117460000003,23,5,12,1,3,336.0,40.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0
12644,190.011352532,19,6,7,0,3,152.0,3.0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0
12645,222.03756728,25,7,8,0,3,42.0,10.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0
12646,226.99134536000005,20,4,10,1,3,66.0,7.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
12647,269.001910044,25,6,11,1,3,112.0,40.0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0
12648,237.012080804,23,6,9,1,2,199.0,40.0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
12649,267.022645488,27,7,10,1,4,319.0,9.0,0,0,1,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0
12650,172.000787848,16,6,6,0,1,20.0,9.0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0
12651,309.992073632,27,7,12,2,2,180.0,35.0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0
12652,233.017166184,23,7,8,1,1,45.0,33.0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0
12653,297.992073632,26,6,12,2,2,345.0,40.0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,1
12654,312.99173928399995,28,7,13,1,4,446.0,3.0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,0
12655,269.001910044,25,6,11,1,3,690.0,40.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0
12656,312.99173928399995,28,7,13,1,3,567.0,12.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0
12657,295.976423568,24,6,12,2,1,50.0,30.0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0
12658,311.971338188,25,6,13,2,2,167.0,40.0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0
12659,329.981902872,28,6,14,2,3,177.0,13.0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0
12660,239.027730868,25,6,9,1,2,239.0,40.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
12661,359.99246755599995,32,7,15,2,5,1038.0,6.0,0,0,1,0,0,3,0,1,1,0,0,0,1,0,1,0,1,0,0
12662,283.017560108,28,7,11,1,4,335.0,11.0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0
12663,293.99715901199994,26,7,11,2,1,64.0,38.0,0,0,1,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0
12664,220.094688232,31,9,6,0,3,771.0,40.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
12665,373.9717321119999,31,7,16,2,3,444.0,40.0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
12666,290.075015408,34,10,8,2,0,43.0,40.0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
12667,248.97569529600003,20,6,10,1,1,126.0,34.0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0
12668,315.007389348,30,7,13,1,4,367.0,27.0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,2,0,0
12669,312.007723696,29,7,12,2,1,118.0,40.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
12670,299.01247472800003,29,7,12,1,5,1.0,1.0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,2,0,0
12671,222.99643074,20,5,9,1,1,34.0,24.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
12672,266.98625998000006,23,6,11,1,2,53.0,15.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0
12673,189.063722452,24,7,5,1,0,24.0,24.0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
12674,268.090665472,34,8,8,2,1,99.0,40.0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
12675,190.04773804,23,7,6,0,2,226.0,40.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
12676,237.012080804,23,6,9,1,1,129.0,40.0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0
12677,359.9924675559999,32,7,15,2,4,229.0,4.0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,0
12678,217.022251564,22,7,7,1,0,24.0,24.0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
12679,235.069201756,29,8,7,1,1,60.0,11.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12680,386.0445031279999,40,10,14,2,3,1002.0,28.0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
12681,281.997159012,25,6,11,2,1,161.0,18.0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0
12682,252.011746456,25,7,10,0,3,988.0,40.0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0
12683,246.99643074,22,7,9,1,0,13.0,13.0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0
12684,327.966252808,26,6,14,2,2,202.0,40.0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0
12685,342.054673888,37,9,12,2,2,591.0,40.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
12686,222.001181772,21,6,9,0,4,555.0,40.0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0
12687,325.98698825199995,28,7,13,2,2,157.0,40.0,0,0,1,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0
12688,313.98698825199995,27,6,13,2,4,224.0,3.0,0,0,1,0,0,3,0,1,1,0,0,1,1,0,0,1,0,0,0
12689,325.98698825199995,28,7,13,2,1,124.0,40.0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0
12690,312.991739284,28,7,13,1,3,352.0,30.0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0
12691,315.007389348,30,7,13,1,5,139.0,1.0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0
12692,180.063388104,24,6,6,0,3,370.0,40.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
12693,247.069201756,30,9,7,1,1,107.0,40.0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0
12694,279.05903099600005,32,9,9,1,2,124.0,39.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
12695,299.048860236,33,8,11,1,3,980.0,22.0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0
12696,296.085580092,36,9,9,2,1,66.0,6.0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
12697,218.079038168,29,9,6,0,2,276.0,40.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
12698,170.094294308,26,9,3,0,1,12.0,9.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12699,312.99173928399995,28,7,13,1,4,386.0,2.0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,0
12700,282.03354452,29,7,10,2,1,115.0,40.0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
12701,174.05282342,22,7,5,0,2,17.0,9.0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
12702,324.044109204,34,9,11,2,1,265.0,40.0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0
12703,236.016831836,24,7,9,0,2,165.0,26.0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0
12704,298.02845914,30,7,11,2,1,187.0,40.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
12705,309.06959568,36,10,10,1,1,408.0,40.0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0
12706,240.011746456,24,6,10,0,4,575.0,13.0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,3,0,0
12707,190.011352532,19,6,7,0,1,42.0,24.0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0
12708,295.053945616,33,9,10,1,2,437.0,40.0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0
12709,208.021917216,22,6,8,0,2,374.0,40.0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0
12710,254.02739652,27,7,10,0,4,522.0,7.0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0
12711,257.00191004400006,24,5,11,1,4,276.0,3.0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0
12712,270.98117460000003,23,5,12,1,2,205.0,38.0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0
12713,264.970609916,21,6,11,1,1,61.0,28.0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0
12714,341.9819028719999,29,7,14,2,3,472.0,8.0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,1,0,0
12715,328.00263831599995,30,7,13,2,2,384.0,40.0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0
12716,179.990617088,16,4,8,0,3,89.0,2.0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0
12717,216.985866056,18,6,8,1,0,18.0,18.0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0
12718,118.026608672,14,4,4,0,1,11.0,7.0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
12719,312.044109204,33,8,11,2,1,230.0,40.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
12720,207.00151612,19,5,8,1,2,43.0,31.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12721,229.09502258,31,10,5,1,1,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
12722,357.97681749199995,30,7,15,2,2,300.0,40.0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,1,0,1,0,0
12723,338.05975926799994,37,10,11,2,2,384.0,40.0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0
12724,237.012080804,23,6,9,1,2,411.0,40.0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
12725,293.07468106000005,35,10,9,1,1,89.0,40.0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0
12726,338.05975926799994,37,10,11,2,1,332.0,40.0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0
12727,266.03862990000005,28,7,9,2,1,177.0,40.0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
12728,315.966252808,25,5,14,2,1,272.0,40.0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0
12729,238.99134536000005,21,5,10,1,3,88.0,30.0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0
12730,296.996824664,27,7,12,1,3,324.0,33.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1
12731,206.04265266,24,7,7,0,3,356.0,40.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
12732,329.9819028719999,28,6,14,2,2,333.0,40.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0
12733,279.05903099600005,32,9,9,1,2,362.0,40.0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0
12734,218.006267152,21,7,8,0,2,98.0,6.0,0,0,1,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0
12735,248.089602852,33,10,7,0,3,750.0,40.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
12736,298.97608922,25,6,13,1,3,437.0,40.0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0
12737,257.00191004400006,24,5,11,1,3,106.0,7.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
12738,283.01756010800005,28,7,11,1,2,405.0,40.0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0
12739,232.980780676,19,6,9,1,1,44.0,35.0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0
12740,207.00151612,19,5,8,1,2,52.0,10.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
12741,266.98625998,23,6,11,1,2,61.0,22.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
12742,240.011746456,24,6,10,0,6,1114.0,4.0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0
12743,223.032816248,24,6,8,1,1,57.0,38.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
12744,266.98625998,23,6,11,1,2,165.0,40.0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
12745,236.12598836,36,10,6,0,3,568.0,40.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
12746,209.053551692,25,6,7,1,2,350.0,40.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
12747,338.05975926799994,37,10,11,2,2,187.0,40.0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0
12748,282.9811746,24,6,12,1,1,149.0,40.0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0
12749,309.992073632,27,7,12,2,2,83.0,14.0,0,0,1,0,0,2,0,2,0,0,1,0,1,0,1,0,0,0,0
12750,248.089602852,33,10,7,0,2,581.0,40.0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
12751,280.054279964,31,8,9,2,1,334.0,40.0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0
12752,217.022251564,22,7,7,1,1,68.0,29.0,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0
12753,224.016831836,23,6,9,0,4,50.0,7.0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0
12754,208.021917216,22,6,8,0,3,159.0,9.0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
12755,279.05903099600005,32,9,9,1,2,92.0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
12756,266.98625998,23,6,11,1,1,85.0,40.0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0
12757,309.06959568,36,10,10,1,2,340.0,34.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
12758,269.997159012,24,5,11,2,2,46.0,15.0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0
12759,253.006995424,24,6,10,1,3,161.0,17.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0
12760,254.98625998,22,5,11,1,3,307.0,4.0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0
12761,373.9717321119999,31,7,16,2,3,353.0,40.0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,2,0,1,0,0
12762,240.011746456,24,6,10,0,4,959.0,38.0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0
12763,297.99207363200003,26,6,12,2,1,37.0,3.0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0
12764,327.9662528079999,26,6,14,2,2,127.0,40.0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
12765,354.0546738879999,38,10,12,2,2,149.0,40.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
12766,309.06959568,36,10,10,1,2,608.0,40.0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0
12767,325.986988252,28,7,13,2,3,235.0,28.0,0,0,1,0,0,2,0,2,1,0,0,1,1,0,0,1,0,0,0
12768,345.9768174919999,29,6,15,2,2,404.0,40.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0
12769,225.970944264,17,3,10,2,1,35.0,26.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
12770,298.02845914,30,7,11,2,1,134.0,39.0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0
12771,277.07976644,34,10,8,1,1,225.0,40.0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0
12772,253.006995424,24,6,10,1,2,58.0,31.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
12773,329.9819028719999,28,6,14,2,2,453.0,40.0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
12774,253.006995424,24,6,10,1,4,41.0,12.0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0
12775,234.001181772,22,7,9,0,4,97.0,1.0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0
12776,190.011352532,19,6,7,0,3,5.0,4.0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0
12777,173.032422324,19,6,5,1,0,9.0,9.0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
12778,220.094688232,31,9,6,0,2,291.0,40.0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
12779,261.08485182000004,33,10,7,1,1,224.0,40.0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0
12780,311.085245744,38,10,10,1,3,732.0,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
12781,281.997159012,25,6,11,2,1,25.0,8.0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0
12782,311.085245744,38,10,10,1,3,479.0,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
12783,301.986988252,26,5,13,2,2,316.0,40.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
12784,338.059759268,37,10,11,2,1,384.0,40.0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0
